height,orig_size,cmp_size
800000,1634536,751397
800001,1978449,689119
800002,1684173,792793
800003,2077199,691530
800004,1545429,1030145
height,orig_size,cmp_size
800000,1634536,751397
800001,1978449,689119
800002,1684173,792793
800003,2077199,691530
800004,1545429,1030145
height,orig_size,cmp_size
800000,1634536,751397
800001,1978449,689119
800002,1684173,792793
800003,2077199,691530
800004,1545429,1030145
